,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.9953642625884519,-0.09617684108842078,0.9952520500645292,0.09733117096979721,0.08465610939303658,-0.019255616386256696,0,0.9985739936250504,-0.05338519697180034,0.9991515987224675,0.04118352547241889,0.33381200423099205,-0.5269774624526503,-1.0
0,0.9985739936250504,-0.05338519697180034,0.9991515987224675,0.04118352547241889,0.33381200423099205,-0.5269774624526503,1,0.9998528412806076,0.017155051241430762,0.9977204340966717,-0.06748285253269234,0.35411759508033924,-0.5304886387396333,-1.0
0,0.9998528412806076,0.017155051241430762,0.9977204340966717,-0.06748285253269234,0.35411759508033924,-0.5304886387396333,0,0.995563492469055,0.09409214878414665,0.9814007535415363,-0.1919702084910694,0.39688695094941695,-0.6917585759694757,-1.0
0,0.995563492469055,0.09409214878414665,0.9814007535415363,-0.1919702084910694,0.39688695094941695,-0.6917585759694757,1,0.9880812753087043,0.1539330808641358,0.9565824967832598,-0.2914617073440435,0.1917884593104179,-0.30931669266092576,-1.0
0,0.9880812753087043,0.1539330808641358,0.9565824967832598,-0.2914617073440435,0.1917884593104179,-0.30931669266092576,1,0.986059180132175,0.1663949917427291,0.9521289598169471,-0.30569665336391627,-0.06808055215573969,0.16364283940048246,-1.0
0,0.986059180132175,0.1663949917427291,0.9521289598169471,-0.30569665336391627,-0.06808055215573969,0.16364283940048246,2,0.9933276877735522,0.11532607988849908,0.980238547167719,-0.19781908564776937,-0.434730760023778,0.9268609648794865,-1.0
0,0.9933276877735522,0.11532607988849908,0.980238547167719,-0.19781908564776937,-0.434730760023778,0.9268609648794865,0,0.9995853904987229,0.028793178037785885,0.9996694524232972,-0.025709645888363976,-0.4098188987189569,0.7633354831069221,-1.0
0,0.9995853904987229,0.028793178037785885,0.9996694524232972,-0.025709645888363976,-0.4098188987189569,0.7633354831069221,2,0.997824605158227,-0.06592463379366192,0.9874768086714517,0.1577642302172615,-0.5123004422423129,1.0301573834408293,-1.0
0,0.997824605158227,-0.06592463379366192,0.9874768086714517,0.1577642302172615,-0.5123004422423129,1.0301573834408293,0,0.9903832492838973,-0.13835107349735212,0.9560757001145577,0.29311986567010173,-0.19854841186251349,0.3291006765529332,-1.0
0,0.9903832492838973,-0.13835107349735212,0.9560757001145577,0.29311986567010173,-0.19854841186251349,0.3291006765529332,0,0.9899972952098688,-0.14108634050518107,0.9600188977201806,0.279935199680443,0.1708345730207843,-0.4643312397367676,-1.0
0,0.9899972952098688,-0.14108634050518107,0.9600188977201806,0.279935199680443,0.1708345730207843,-0.4643312397367676,0,0.9972709810534813,-0.0738281135383182,0.9929098542214286,0.11886976650932424,0.4876836906451966,-1.1445657865553207,-1.0
0,0.9972709810534813,-0.0738281135383182,0.9929098542214286,0.11886976650932424,0.4876836906451966,-1.1445657865553207,2,0.9998696065141854,0.016148373576556508,0.9965039954850843,-0.08354511944011525,0.38779735027273726,-0.8336064924548335,-1.0
0,0.9998696065141854,0.016148373576556508,0.9965039954850843,-0.08354511944011525,0.38779735027273726,-0.8336064924548335,1,0.996318399464744,0.08573008158173469,0.973273403522335,-0.22964947636789854,0.29071312567228774,-0.6117057774124267,-1.0
0,0.996318399464744,0.08573008158173469,0.973273403522335,-0.22964947636789854,0.29071312567228774,-0.6117057774124267,2,0.9935940633097176,0.11300812959997651,0.96026912080412,-0.27907564499626697,-0.022694459663850253,0.11136264750138736,-1.0
0,0.9935940633097176,0.11300812959997651,0.96026912080412,-0.27907564499626697,-0.022694459663850253,0.11136264750138736,2,0.9970203659176384,0.07713877070227608,0.9822634841624347,-0.18750586039128037,-0.32798325379401166,0.8103898363677461,-1.0
0,0.9970203659176384,0.07713877070227608,0.9822634841624347,-0.18750586039128037,-0.32798325379401166,0.8103898363677461,0,0.9998781009416714,0.015613560044937965,0.9991298990834047,-0.041706651239167225,-0.2707375127471198,0.623380902712181,-1.0
0,0.9998781009416714,0.015613560044937965,0.9991298990834047,-0.041706651239167225,-0.2707375127471198,0.623380902712181,1,0.9992721349217285,-0.03814708860412403,0.996591322460647,0.08249688476626699,-0.25213658447788545,0.5898355521246781,-1.0
0,0.9992721349217285,-0.03814708860412403,0.996591322460647,0.08249688476626699,-0.25213658447788545,0.5898355521246781,1,0.9968370976303921,-0.07947201260705605,0.9833500561985998,0.18172139932933223,-0.15064992611588868,0.3886254217078141,-1.0
0,0.9968370976303921,-0.07947201260705605,0.9833500561985998,0.18172139932933223,-0.15064992611588868,0.3886254217078141,1,0.9954899524315695,-0.09486703646573724,0.9734644435599512,0.22883832092661957,0.00030025101904387896,0.0830824682828214,-1.0
0,0.9954899524315695,-0.09486703646573724,0.9734644435599512,0.22883832092661957,0.00030025101904387896,0.0830824682828214,1,0.9968626561285879,-0.07915077268262494,0.9770138707998408,0.2131757403287529,0.15363230885096876,-0.2383422698621505,-1.0
